participant_id	test_section_id	sentence	user_input	keystroke_id	press_time	release_time	letter	keycode	press_to_release	press_to_press	timestamp_error_code	timestamp_error_code_1_this_sent
264858	2837935	We don't recommend McNair this week as a result.	We don't recommend McNair this week as a result.	134780118	1475625493631	1475625516399	.	190	22768	-8834	3	NA
264888	2838078	He disputed reports that Wheatley would be out four weeks.	He disputed reports that Wheatley would be out four weeks.	134786790	1475625666941	1475625669481	SHIFT	16	2540	-652	3	NA
264935	2838576	Mostly a social call.	Mostly a social call.	134811328	1475626269397	1475626297470	.	190	28073	-21888	3	NA
264948	2838762	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	134820494	1475626601628	1475626608322	 	85	6694	-3816	3	NA
264948	2838776	I can fill you in on more details later.	I can fill you in on more details later.	134821428	1475626616038	1475626626887	u	85	10849	-2565	3	NA
264948	2838790	Just in case we haven't invited any of them.	Just in case we haven't invited any of them.	134821820	1475626626748	1475626634941	u	85	8193	-5120	3	NA
264948	2838802	We seem to be running in the same time slot more than anybody other.	We seem to be running in the same time slot more than anybody other.	134822567	1475626634843	1475626651240	u	85	16397	-9927	3	NA
264948	2838824	Sunday tickets have been on sale for weeks.	Sunday tickets have been on sale for weeksl.	134823400	1475626651161	1475626666738	u	85	15577	-12278	3	NA
264948	2838832	Out of office but have people working on info.	Out of office but have people working on info.	134823856	1475626666641	1475626677705	u	85	11064	-8081	3	NA
264948	2838848	Hopefully it cheered you up a bit.	Hopefully it cheered you up a bit.	134824562	1475626680388	1475626702104	u	85	21716	-17570	3	NA
264948	2838857	Let me know if you see any problems with this.	Let me know if you see any problems with this.	134825010	1475626710006	1475626717482	u	85	7476	-1983	3	NA
264948	2838890	I'm waiting until she comes home.	I'm waiting until she comes home.	134826483	1475626717342	1475626756312	u	85	38970	-32864	3	NA
265012	2839415	The appointments were confirmed by China's parliament.	The appointments were confirmed by China's parliament.	134851644	1475627358071	1475627382760	.	190	24689	-15248	3	NA
265014	2839411	Amy Felling should be your contact on the 19th.	Amy Felling should be your contact on the 19th.	134851419	1475627364021	1475627384297	.	190	20276	-11564	3	NA
265034	2839646	The senate would require them to create a US subsidiary.	The senate would require them to create a US subsidiary.	134862728	1475627610684	1475627629892	?	191	19208	-7269	3	NA
265049	2839872	It is not surprising.	It is not surpisting,	134873336	1475627848787	1475627863163	.	190	14376	-7093	3	NA
265051	2840033	You have a lot of holes in your plan.	You have a lot of holes in your plan.	134880862	1475628063470	1475628071001	i	73	7531	-567	3	NA
265069	2840063	It wasn't an easy day to play.	It wasn't an easy day to play/ 	134881898	1475627998750	1475628000918	SHIFT	16	2168	-88	3	NA
265086	2840295	I am in 50M if you need me.	I am in 50m if you need me. 	134892709	1475628170794	1475628181066	e	69	10272	-4792	3	NA
265095	2840380	I can be there within the hour.	I can be there within the hour.	134897031	1475628246292	1475628253163	t	84	6871	-1388	3	NA
265095	2840386	I don't want to let my nanny go home if you think you need me.	I don't want to let my nanny go home if you think you need me.	134897346	1475628254577	1475628259520	t	84	4943	-1736	3	NA
265095	2840399	He is expected to play in Sunday's game and is listed as probable.	He is expected to play in Sunday's game and is listed as probable.	134898293	1475628265047	1475628279539	t	84	14492	-2659	3	NA
265095	2840423	Are you feeling better?	Are you feeling better?	134899152	1475628287338	1475628295493	t	84	8155	-2717	3	NA
265095	2840428	I need your home cell or whatever.	I need your home cell or whatever.	134899607	1475628295573	1475628304058	t	84	8485	-420	3	NA
265095	2840448	The best-of-seven series moves to Indianapolis, Indiana.	The best-of-seven series moves to Indianapolis, Indiana.	134900171	1475628303970	1475628314191	t	84	10221	-7640	3	NA
265095	2840461	Thanks again for your help.	Thanks again for your help.	134900751	1475628320561	1475628328193	t	84	7632	-4968	3	NA
265095	2840468	Have a safe trip!	Have a safe trip!	134901125	1475628328096	1475628337742	T	84	9646	-4829	3	NA
265095	2840472	We will work on the car and try to go a little quicker yet.	We will work on the car and try to go a little quicker yet.	134901320	1475628337672	1475628343455	t	84	5783	-878	3	NA
265095	2840483	The Philippines censorship board voted to cut certain scenes.	The Philippines censorship board votes to cut certain scenes.	134901700	1475628349544	1475628352477	t	84	2933	-271	3	NA
265095	2840502	Please let me know if you have any questions.	Please let me know if you have any questions.	134902562	1475628366959	1475628374683	t	84	7724	-3822	3	NA
265116	2840624	I am fine with this.	I am fine with this.	134908447	1475628486741	1475628505377	NA	190	18636	-14949	3	NA
265116	2840709	Pilot Nick Young said communications at Sanaa airport were excellent.	Pilot Nick Yound said communications at Sanaa airport were excellent.	134912825	1475628536324	1475628572609	NA	190	36285	-22293	3	NA
265192	2841542	I hope he is having a fantastic time.	I hope he is having a fantastic time.	134952290	1475629380676	1475629398944	,	188	18268	-7986	3	NA
265213	2841768	Chase back office and their restart plan updates individually.	Chase back office and their restart plan updates individually.	134963137	1475629683306	1475629711507	.	190	28201	-13805	3	NA
265213	2841786	Please send it to both of us.	Please send it to both of us.	134963643	1475629717200	1475629727464	.	190	10264	-4521	3	NA
265268	2842332	Does Dan know about Julia changing groups?	Does Dan know about Julia changing groups?	134990522	1475630394101	1475630409830	g	71	15729	-7507	3	NA
265345	2843255	I would expect an answer ASAP.	I would expect an answer ASAP.	135032998	1475631390207	1475631392654	SHIFT	16	2447	-105	3	NA
265403	2843659	We obviously have a lot to talk about.	We obviously have a lot to talk about.	135053434	1475631824282	1475631861841	.	110	37559	-25159	3	NA
265502	2844683	John this message concerns me.	John this message concerns me.	135101257	1475632933827	1475632936745	SHIFT	16	2918	-31	3	NA
265502	2844698	He is expected to play in this week's game.	He is expected to play in this week's game.	135102180	1475632927722	1475632967451	.	190	39729	-31393	3	NA
265524	2844903	These are big storms and traffic isn't moving.	These are big storms and traffic isn't moving.	135111863	1475633227427	1475633268859	?	191	41432	-29544	3	NA
265550	2845059	I can be there within the hour.	I can be there within the hour.	135118728	1475633415032	1475633411442	SHIFT	16	-3590	109	1	TRUE
265550	2845252	We will sign tomorrow and fund Tuesday.	We will sign tomorrow and fund Tuesday.	135128463	1475633590910	1475633590861	SHIFT	16	-49	169	1	TRUE
265571	2845288	But let me know which ones you don't get.	But let me know which ones you don't get.	135130863	1475633630272	1475633644433	g	71	14161	-2614	3	NA
265579	2845616	1.5 million visitors will flood Atlanta each day of the Olympics.	1.5 million visitors will flood Atlanta each day of the Olympics.	135145565	1475633908911	1475633922879	.	190	13968	-10464	3	NA
265607	2845872	Others voting against represented the defense ministry.	Others voting against represented the defense ministry.	135159418	1475634051016	1475634072118	.	190	21102	-6614	3	NA
265621	2846198	There were frequent electricity and water shortages.	There were frequent eletricity and water shortages.	135175090	1475634272873	1475634299792	.	190	26919	-13775	3	NA
265627	2846258	I'll email her later tonight.	I'll email her later tonigh.	135177470	1475634332029	1475634334301	SHIFT	16	2272	-49	3	NA
265636	2846552	I would like to discuss.	I would like to discuss.	135191695	1475634599388	1475634611703	SHIFT	16	12315	-2828	3	NA
265636	2846597	Chambers is still too inconsistent to start for most Fantasy teams.	Chambers is still too inconsistent to start for most Fantasy teams.	135194131	1475634661116	1475634664334	SHIFT	16	3218	-230	3	NA
265636	2846669	I can be there within the hour.	I can be there within the hour.	135198096	1475634747860	1475634784908	u	85	37048	-20340	3	NA
265644	2846681	She is a Baylor graduate and is very nice.	She is a Baylor graduate and is very nice.	135198395	1475634791602	1475634811890	.	190	20288	-10448	3	NA
265660	2846923	Thanks for sending this.	Thanks for sending this.	135209929	1475635102456	1475635113584	.	190	11128	-6744	3	NA
265726	2847450	Jeff had been serving as chairman and CEO of Enron Industrial Markets.	Jff had been serving as chairman and CEO of Enron Industrial Markets.	135235975	1475635809217	1475635828441	NA	70	19224	-14043	3	NA
265767	2847969	I have 30 minutes then.	I have 30 minutes then.	135261741	1475636582765	1475636598880	t	84	16115	-6945	3	NA
265823	2848543	Can you please review and get back to Tim?	Can you please review and get back to Tim?	135290838	1475637353737	1475637356081	CAPS_LOCK	20	2344	-343	3	NA
265836	2848661	Did you mean Oxley?	Did you mean Oxley?	135296533	1475637456126	1475637487812	SHIFT	16	31686	-27997	3	NA
265836	2848684	We had some measurement of gas from Quantum throughout the month.	We hadsome measurement of gas from Quantum throught the month.	135297591	1475637509666	1475637516465	s	83	6799	-3448	3	NA
265949	2850146	Mike Anderson will retain the starting job for now.	Mike Anderson will retain the starting job for now.	135369499	1475639247482	1475639250875	SHIFT	16	3393	-614	3	NA
265971	2850263	Expect much better numbers on James  home turf this week.	Expect much better numbers on James home turf this week.	135375378	1475639379048	1475639395048	i	73	16000	-1371	3	NA
265971	2850274	Are you going to join us for lunch?	Are you going to join us for lunch?	135375606	1475639394938	1475639403351	i	73	8413	-1453	3	NA
265971	2850282	There is a 90 percent chance he is going to win.	There is a 90 percent chance he is going to win.	135375992	1475639404771	1475639416985	i	73	12214	-3959	3	NA
265971	2850296	This is the neatest toy I have had.	This is the netest toy I have had.	135376492	1475639425472	1475639434267	i	73	8795	-719	3	NA
265971	2850304	I'll send you minutes.	I'll send you minutes.	135376915	1475639438844	1475639445109	I	73	6265	-1737	3	NA
265971	2850310	Senate ratification would be a matter of humanity.	Senate ratification would be a matter of humanity.	135377316	1475639447860	1475639460200	i	73	12340	-1734	3	NA
265971	2850320	He cannot be in two places at once.	He cannot be in two places at once.\	135377745	1475639466374	1475639474199	i	73	7825	-788	3	NA
265971	2850325	Not at this time.	Not at this time.	135378005	1475639474073	1475639485730	i	73	11657	-6266	3	NA
265971	2850346	This track stands alone as king of the circuits.	This track stands alone as king of the circuits.	135378872	1475639486096	1475639515027	i	73	28931	-21671	3	NA
265971	2850358	I have no personal transactions with any Enron entity.	I have no personal transactions with any Enron entity.	135379401	1475639525189	1475639533280	i	73	8091	-934	3	NA
265971	2850372	You can explain this to me next week or over the weekend.	You can eplain this to me next week or over the weekend.	135380105	1475639544566	1475639555354	i	73	10788	-1386	3	NA
265971	2850383	Let me know either way.	Let me know either way.	135380671	1475639555895	1475639571760	i	73	15865	-7792	3	NA
266023	2850879	Thursday works better for me.	Thursday works better for me.	135404671	1475640261596	1475640281162	.	190	19566	-10728	3	NA
266041	2851057	Giants, but he didn't finish it.	Giants, but he didn't finish it.	135412482	1475640577496	1475640580152	SHIFT	16	2656	-144	3	NA
266054	2851239	The riots were started by native Taiwanese.	The riots were started by native Taiwanese.	135421646	1475640797276	1475640813100	.	190	15824	-8247	3	NA
266086	2851616	Please look over and let me know.	Please look over and let me know.	135440477	1475641411326	1475641434990	.	190	23664	-13172	3	NA
266163	2852167	His status for the Week 11 game against Atlanta is unclear.	His status for the week 11 game against Atlanta is unclear.	135468115	1475642524300	1475642524268	 	32	-32	641	1	TRUE
266163	2852427	Let me know either way.	Let me know either way.	135480665	1475642924970	1475642925159	CAPS_LOCK	20	189	-260	3	NA
266188	2852442	Samantha would need around-the-clock care.	Samantha would need around the clock care.	135481146	1475642912452	1475642915278	SHIFT	16	2826	-153	3	NA
266192	2852516	We know this is a big time at the speedway.	We know this is a big time at rhe speedway.	135484745	1475643024183	1475643028247	SHIFT	16	4064	-97	3	NA
266244	2852966	Jim please confirm to Vince you are happy.	Jim please confirm to Vince you are happy.	135506232	1475643902701	1475643908845	SHIFT	16	6144	-525	3	NA
266253	2852978	Normally we just eat and run.	Normally we just eat and run.	135506937	1475643748423	1475643764850	n	78	16427	-12537	3	NA
